SmartCar Status Information,CarNum,TireFL,TireFR,TireBL,TireBR,LightFL,LightFR,LightBL,LightBR,EngineInfo,BreakInfo,BatteryInfo
20230104000212,L0002,95,84,91,94,1,1,1,1,B,A,83
20230104000448,H0001,86,83,98,96,1,1,1,1,A,A,99
20230104000216,L0002,88,100,71,85,1,1,1,1,A,A,92
20230104000452,H0001,82,81,88,89,1,1,1,1,A,B,88
20230104000220,L0002,98,99,75,89,1,1,1,1,A,A,98
20230104000456,H0001,81,86,92,91,1,1,1,1,A,A,81
20230104000224,L0002,90,70,70,100,1,1,1,1,A,B,99
20230104000500,H0001,89,89,96,82,1,1,1,1,A,A,93
20230104000228,L0002,90,72,100,73,1,1,1,1,A,A,87
20230104000504,H0001,73,83,97,99,1,1,1,1,B,A,86
20230104000232,L0002,99,96,96,82,1,1,1,1,A,A,81
20230104000236,L0002,94,73,83,92,1,1,1,1,B,A,86
20230104000508,H0001,82,97,94,71,1,1,1,1,A,A,71
20230104000240,L0002,77,85,76,91,1,1,1,1,A,A,89
20230104000512,H0001,72,85,93,72,1,1,1,1,A,A,88
20230104000244,L0002,89,90,95,81,1,1,1,1,A,B,94
20230104000248,L0002,83,82,85,93,1,1,1,1,A,A,91
20230104000516,H0001,96,85,100,80,1,1,1,1,A,A,87
20230104000252,L0002,76,93,72,97,1,1,1,1,A,A,80
20230104000520,H0001,86,89,95,92,1,1,1,1,A,A,83
20230104000256,L0002,95,84,99,88,1,1,1,1,A,A,84
20230104000524,H0001,95,89,83,97,1,1,1,1,A,B,78
20230104000300,L0002,99,96,74,88,1,1,1,1,A,A,86
20230104000304,L0002,80,74,92,92,1,1,1,1,A,A,86
20230104000308,L0002,98,99,76,98,1,1,1,1,A,A,100
20230104000528,H0001,96,84,82,92,1,1,1,1,A,A,92
20230104000312,L0002,100,86,96,98,1,1,1,1,A,A,85
20230104000532,H0001,87,79,76,91,1,1,1,1,A,A,81
20230104000316,L0002,88,97,98,91,1,1,1,1,A,A,84
20230104000536,H0001,84,95,71,80,1,1,1,1,A,A,69
20230104000320,L0002,93,83,71,95,1,1,1,1,A,A,100
20230104000540,H0001,91,85,100,90,1,1,1,1,A,B,82
20230104000324,L0002,74,84,90,99,1,1,1,1,A,A,93
20230104000328,L0002,93,100,79,96,1,1,1,1,A,A,98
20230104000544,H0001,73,87,91,70,1,1,1,1,A,A,53
20230104000332,L0002,94,88,93,92,1,1,1,1,A,A,96
20230104000548,H0001,86,91,77,81,1,1,1,1,A,A,100
20230104000336,L0002,91,82,96,83,1,1,1,1,A,A,89
20230104000552,H0001,96,95,85,100,1,1,1,1,A,A,94
20230104000340,L0002,97,100,90,98,1,1,1,1,B,B,97
20230104000344,L0002,79,96,94,92,1,1,1,1,A,A,67
20230104000556,H0001,98,71,92,82,1,1,1,1,A,A,81
20230104000348,L0002,96,86,86,75,1,1,1,1,A,A,86
20230104000600,H0001,71,92,85,72,1,1,1,1,A,A,84
20230104000352,L0002,98,99,91,99,1,1,1,1,A,A,93
20230104000604,H0001,73,84,87,92,1,1,1,1,A,B,94
20230104000356,L0002,87,95,77,84,1,1,1,1,A,A,93
20230104000608,H0001,92,90,83,72,1,1,1,1,A,A,85
20230104000400,L0002,87,74,81,72,1,1,1,1,A,A,95
20230104000612,H0001,87,85,78,72,1,1,1,1,A,A,92
20230104000404,L0002,89,95,81,100,1,1,1,1,A,A,91
20230104000616,H0001,89,98,82,92,1,1,1,1,A,A,60
20230104000408,L0002,85,70,99,80,1,1,1,1,A,A,100
20230104000412,L0002,86,93,96,99,1,1,1,1,A,A,96
20230104000620,H0001,92,82,94,90,1,1,1,1,B,A,89
20230104000416,L0002,71,92,96,93,1,1,1,1,A,B,59
20230104000420,L0002,100,86,88,100,1,1,1,1,B,A,89
20230104000424,L0002,82,84,91,87,1,1,1,1,B,B,83
20230104000428,L0002,81,100,94,96,1,1,1,1,A,B,96
20230104000432,L0002,77,94,92,96,1,1,1,1,A,A,84
20230104000436,L0002,93,87,88,76,1,1,1,1,A,A,84
20230104000440,L0002,87,76,75,98,1,1,1,1,A,A,92
20230104000444,L0002,81,89,83,90,1,1,1,1,A,A,91
20230104000448,L0002,86,87,75,75,1,1,1,1,A,A,87
20230104000452,L0002,100,94,92,73,1,1,1,1,B,A,74
20230104000456,L0002,100,89,100,96,1,1,1,1,A,A,83
20230104000500,L0002,78,74,93,92,1,1,1,1,A,A,83
20230104000504,L0002,82,90,89,86,1,1,1,1,B,B,89
20230104000624,H0001,89,76,93,97,1,1,1,1,A,B,99
20230104000508,L0002,87,91,84,87,1,1,1,1,B,A,87
20230104000628,H0001,97,82,81,89,1,1,1,1,B,A,97
20230104000512,L0002,71,86,80,72,1,1,1,1,A,A,91
20230104000632,H0001,99,83,76,99,1,1,1,1,A,B,87
20230104000516,L0002,92,81,100,91,1,1,1,1,A,A,99
20230104000520,L0002,83,96,86,86,1,1,1,1,B,A,81
20230104000524,L0002,80,80,72,74,1,1,1,1,B,A,89
20230104000636,H0001,81,99,99,100,1,1,1,1,A,A,88
20230104000528,L0002,82,82,91,80,1,1,1,1,A,A,83
20230104000640,H0001,79,72,94,83,1,1,1,1,A,B,93
20230104000532,L0002,91,98,81,84,1,1,1,1,A,A,84
20230104000536,L0002,87,77,93,72,1,1,1,1,A,A,99
20230104000540,L0002,96,91,93,98,1,1,1,1,A,A,96
20230104000544,L0002,92,82,74,93,1,1,1,1,A,A,96
20230104000548,L0002,95,88,90,93,1,1,1,1,B,A,98
20230104000644,H0001,86,96,76,90,1,1,1,1,A,A,84
20230104000552,L0002,73,90,98,95,1,1,1,1,A,B,88
20230104000648,H0001,75,98,91,96,1,1,1,1,A,A,97
20230104000556,L0002,86,87,97,84,1,1,1,1,A,A,89
20230104000652,H0001,89,93,84,73,1,1,1,1,A,A,95
20230104000656,H0001,74,80,79,97,1,1,1,1,A,A,98
20230104000600,L0002,91,91,83,86,1,1,1,1,A,A,88
20230104000700,H0001,78,82,92,93,1,1,1,1,B,A,88
20230104000604,L0002,99,100,97,95,1,1,1,1,A,A,83
20230104000704,H0001,98,95,71,98,1,1,1,1,A,B,100
20230104000608,L0002,80,93,70,84,1,1,1,1,A,A,85
20230104000708,H0001,90,89,88,80,1,1,1,1,A,A,96
20230104000612,L0002,95,90,70,85,1,1,1,1,A,A,80
20230104000616,L0002,92,93,86,91,1,1,1,1,A,A,98
20230104000712,H0001,88,78,82,95,1,1,1,1,A,A,91
20230104000620,L0002,86,91,81,80,1,1,1,1,A,A,82
20230104000716,H0001,89,94,81,94,1,1,1,1,A,A,98
20230104000720,H0001,80,80,79,92,1,1,1,1,A,A,85
20230104000724,H0001,95,78,97,87,1,1,1,1,B,A,85
20230104000728,H0001,93,80,75,81,1,1,1,1,A,A,86
20230104000732,H0001,80,96,84,90,1,1,1,1,A,B,80
20230104000736,H0001,95,81,89,78,1,1,1,1,A,A,91
SmartCar Status Information,CarNum,TireFL,TireFR,TireBL,TireBR,LightFL,LightFR,LightBL,LightBR,EngineInfo,BreakInfo,BatteryInfo
20230104000740,H0001,93,97,82,94,1,1,1,1,B,A,66
20230104000624,L0002,93,92,73,96,1,1,1,1,A,A,61
20230104000000,M0003,97,92,94,75,1,1,1,1,A,A,91
20230104000744,H0001,90,79,85,98,1,1,1,1,A,B,83
20230104000004,M0003,85,85,74,75,1,1,1,1,A,A,81
20230104000748,H0001,72,83,80,92,1,1,1,1,A,A,94
20230104000628,L0002,80,93,72,85,1,1,1,1,A,A,80
20230104000008,M0003,100,77,88,91,1,1,1,1,A,A,95
20230104000752,H0001,90,76,79,98,1,1,1,1,A,A,64
20230104000012,M0003,72,96,90,87,1,1,1,1,B,A,96
20230104000756,H0001,89,97,84,83,1,1,1,1,A,A,89
20230104000632,L0002,75,74,99,82,1,1,1,1,A,A,84
20230104000016,M0003,80,83,89,97,1,1,1,1,A,B,94
20230104000800,H0001,85,99,94,80,1,1,1,1,A,A,80
20230104000636,L0002,77,89,80,74,1,1,1,1,A,A,100
20230104000020,M0003,95,89,90,78,1,1,1,1,A,B,97
20230104000640,L0002,95,98,92,86,1,1,1,1,A,A,85
20230104000024,M0003,83,87,81,83,1,1,1,1,B,A,85
20230104000804,H0001,94,97,93,74,1,1,1,1,A,A,92
20230104000028,M0003,99,97,81,84,1,1,1,1,A,A,91
20230104000644,L0002,80,85,79,97,1,1,1,1,A,A,97
20230104000808,H0001,91,81,70,97,1,1,1,1,A,B,88
20230104000032,M0003,99,96,98,89,1,1,1,1,A,A,92
20230104000648,L0002,70,92,93,87,1,1,1,1,A,A,99
20230104000812,H0001,92,77,74,84,1,1,1,1,A,A,93
20230104000652,L0002,96,85,81,88,1,1,1,1,A,B,91
20230104000036,M0003,91,77,87,83,1,1,1,1,A,A,93
20230104000816,H0001,91,92,83,82,1,1,1,1,A,B,94
20230104000040,M0003,71,92,91,93,1,1,1,1,A,A,91
20230104000656,L0002,93,86,86,89,1,1,1,1,A,A,93
20230104000044,M0003,92,84,97,80,1,1,1,1,A,A,84
20230104000820,H0001,82,98,93,86,1,1,1,1,A,A,97
20230104000824,H0001,73,87,88,87,1,1,1,1,A,B,90
20230104000048,M0003,100,93,80,80,1,1,1,1,A,A,100
20230104000052,M0003,80,75,99,88,1,1,1,1,B,A,90
20230104000828,H0001,99,90,85,71,1,1,1,1,A,B,87
20230104000700,L0002,74,89,98,95,1,1,1,1,B,A,93
20230104000056,M0003,84,82,82,73,1,1,1,1,B,A,93
20230104000832,H0001,95,77,82,81,1,1,1,1,B,A,81
20230104000704,L0002,88,79,72,79,1,1,1,1,B,A,92
20230104000100,M0003,100,86,77,99,1,1,1,1,B,A,94
20230104000708,L0002,91,91,90,92,1,1,1,1,A,A,74
20230104000836,H0001,83,92,100,100,1,1,1,1,A,A,99
20230104000840,H0001,80,74,90,89,1,1,1,1,A,A,84
20230104000844,H0001,72,85,71,95,1,1,1,1,A,B,59
20230104000848,H0001,94,89,97,99,1,1,1,1,A,A,81
20230104000712,L0002,95,70,91,79,1,1,1,1,A,A,85
20230104000852,H0001,72,90,92,90,1,1,1,1,A,A,81
20230104000716,L0002,99,73,74,84,1,1,1,1,A,A,95
20230104000856,H0001,78,80,92,91,1,1,1,1,B,A,89
20230104000104,M0003,71,85,81,89,1,1,1,1,A,B,92
20230104000720,L0002,97,93,91,78,1,1,1,1,A,A,93
20230104000108,M0003,85,77,70,87,1,1,1,1,B,A,85
20230104000900,H0001,95,73,77,90,1,1,1,1,A,A,94
20230104000724,L0002,74,85,98,93,1,1,1,1,A,A,80
20230104000904,H0001,85,90,95,89,1,1,1,1,A,A,98
20230104000112,M0003,89,75,98,92,1,1,1,1,A,A,93
20230104000908,H0001,100,75,94,94,1,1,1,1,A,B,52
20230104000728,L0002,71,84,100,78,1,1,1,1,A,A,81
20230104000116,M0003,98,88,96,94,1,1,1,1,A,B,92
20230104000912,H0001,95,89,99,100,1,1,1,1,A,A,97
20230104000120,M0003,94,89,76,95,1,1,1,1,A,A,90
20230104000732,L0002,93,100,76,89,1,1,1,1,B,A,94
20230104000124,M0003,97,100,92,84,1,1,1,1,A,A,83
20230104000736,L0002,93,91,84,73,1,1,1,1,A,B,88
20230104000916,H0001,85,88,75,72,1,1,1,1,A,A,81
20230104000128,M0003,71,96,75,81,1,1,1,1,A,A,86
20230104000740,L0002,93,87,98,96,1,1,1,1,A,A,81
20230104000920,H0001,90,80,81,100,1,1,1,1,B,A,82
20230104000132,M0003,84,78,95,87,1,1,1,1,A,A,80
20230104000744,L0002,95,86,81,73,1,1,1,1,A,A,71
20230104000924,H0001,75,73,96,96,1,1,1,1,A,A,90
20230104000136,M0003,96,87,91,74,1,1,1,1,A,A,68
20230104000748,L0002,96,79,76,75,1,1,1,1,B,B,98
20230104000140,M0003,100,72,70,90,1,1,1,1,A,A,93
20230104000928,H0001,84,80,92,96,1,1,1,1,A,A,98
20230104000144,M0003,88,74,97,89,1,1,1,1,A,A,98
20230104000752,L0002,98,92,98,90,1,1,1,1,A,A,93
20230104000148,M0003,86,83,77,81,1,1,1,1,A,B,61
20230104000932,H0001,89,96,75,88,1,1,1,1,A,B,92
20230104000756,L0002,92,78,98,86,1,1,1,1,A,A,95
20230104000936,H0001,86,89,88,97,1,1,1,1,A,A,92
20230104000152,M0003,94,96,82,70,1,1,1,1,A,A,93
20230104000800,L0002,86,98,80,90,1,1,1,1,A,A,88
20230104000940,H0001,98,98,87,100,1,1,1,1,A,A,95
20230104000156,M0003,89,100,92,90,1,1,1,1,A,A,88
20230104000804,L0002,78,74,94,85,1,1,1,1,A,A,84
20230104000944,H0001,96,79,87,85,1,1,1,1,A,A,89
20230104000200,M0003,76,92,84,96,1,1,1,1,A,A,97
20230104000808,L0002,77,82,98,88,1,1,1,1,A,A,86
20230104000948,H0001,96,76,79,99,1,1,1,1,A,A,66
20230104000204,M0003,78,84,92,81,1,1,1,1,A,A,98
20230104000812,L0002,91,94,91,90,1,1,1,1,A,A,99
20230104000952,H0001,82,98,78,94,1,1,1,1,A,A,97
20230104000208,M0003,95,75,74,86,1,1,1,1,B,A,100
20230104000816,L0002,93,97,97,87,1,1,1,1,A,A,94
20230104000956,H0001,94,87,87,92,1,1,1,1,A,A,100
20230104000212,M0003,97,85,85,88,1,1,1,1,A,A,98
20230104000820,L0002,83,70,97,80,1,1,1,1,A,B,90
20230104001000,H0001,90,84,85,96,1,1,1,1,A,A,83
20230104000824,L0002,95,72,78,84,1,1,1,1,A,A,83
20230104000216,M0003,76,82,74,80,1,1,1,1,A,A,100
20230104001004,H0001,98,87,73,100,1,1,1,1,A,A,87
20230104000828,L0002,77,87,76,98,1,1,1,1,A,A,65
20230104000220,M0003,92,84,100,96,1,1,1,1,A,B,87
20230104001008,H0001,100,83,83,93,1,1,1,1,B,A,94
20230104000832,L0002,91,80,90,72,1,1,1,1,A,A,83
20230104000224,M0003,85,87,92,94,1,1,1,1,A,A,80
20230104001012,H0001,94,74,97,88,1,1,1,1,A,A,70
20230104000836,L0002,82,77,100,90,1,1,1,1,B,A,87
20230104001016,H0001,86,100,87,89,1,1,1,1,A,A,52
20230104000228,M0003,88,84,80,100,1,1,1,1,B,A,94
20230104001020,H0001,80,78,78,75,1,1,1,1,A,A,98
20230104000232,M0003,100,98,91,95,1,1,1,1,A,A,82
20230104001024,H0001,78,96,87,87,1,1,1,1,B,A,84
20230104000236,M0003,90,91,88,89,1,1,1,1,A,A,62
20230104001028,H0001,90,94,71,95,1,1,1,1,B,A,55
20230104000240,M0003,81,74,73,99,1,1,1,1,A,A,79
20230104001032,H0001,96,100,82,100,1,1,1,1,A,B,84
20230104000840,L0002,75,77,71,81,1,1,1,1,A,A,86
20230104001036,H0001,92,90,85,72,1,1,1,1,A,B,78
20230104000244,M0003,95,97,74,80,1,1,1,1,B,A,66
20230104001040,H0001,89,78,98,81,1,1,1,1,A,A,93
20230104000844,L0002,89,74,88,94,1,1,1,1,A,A,93
20230104000248,M0003,92,81,81,88,1,1,1,1,A,B,61
20230104001044,H0001,94,81,81,78,1,1,1,1,A,A,93
20230104000848,L0002,76,98,71,80,1,1,1,1,A,A,95
20230104000252,M0003,80,94,87,93,1,1,1,1,A,A,73
20230104001048,H0001,80,99,95,93,1,1,1,1,B,B,59
20230104000256,M0003,92,75,91,91,1,1,1,1,B,A,83
20230104001052,H0001,88,92,71,95,1,1,1,1,A,A,94
20230104001056,H0001,76,83,100,95,1,1,1,1,A,A,80
20230104000300,M0003,91,84,97,95,1,1,1,1,A,B,92
20230104000852,L0002,92,79,83,92,1,1,1,1,A,B,96
20230104000304,M0003,93,87,100,85,1,1,1,1,A,A,98
20230104001100,H0001,100,82,80,87,1,1,1,1,B,A,96
20230104000856,L0002,72,88,84,71,1,1,1,1,B,B,85
20230104000308,M0003,76,77,91,81,1,1,1,1,A,A,100
20230104001104,H0001,90,97,81,91,1,1,1,1,A,A,93
20230104000312,M0003,85,79,89,88,1,1,1,1,A,A,83
20230104001108,H0001,88,78,89,83,1,1,1,1,A,A,91
20230104000316,M0003,89,95,93,70,1,1,1,1,B,A,71
20230104000900,L0002,96,71,78,100,1,1,1,1,A,A,94
20230104001112,H0001,73,88,100,92,1,1,1,1,A,A,83
20230104000320,M0003,80,79,83,86,1,1,1,1,A,A,80
20230104000904,L0002,85,73,90,81,1,1,1,1,B,B,81
20230104000324,M0003,82,84,71,70,1,1,1,1,A,A,80
20230104000908,L0002,74,78,91,88,1,1,1,1,A,A,91
20230104001116,H0001,76,98,94,99,1,1,1,1,A,A,98
20230104000328,M0003,86,81,87,84,1,1,1,1,A,A,88
20230104000912,L0002,71,99,80,90,1,1,1,1,A,A,93
20230104001120,H0001,79,88,92,91,1,1,1,1,A,A,76
20230104000332,M0003,91,76,98,96,1,1,1,1,B,A,96
20230104000916,L0002,81,83,71,76,1,1,1,1,A,B,80
20230104001124,H0001,98,91,97,86,1,1,1,1,A,B,99
20230104000336,M0003,89,91,86,83,1,1,1,1,A,A,93
20230104001128,H0001,96,90,77,81,1,1,1,1,B,A,83
20230104000920,L0002,100,84,88,82,1,1,1,1,B,A,94
20230104001132,H0001,72,97,98,82,1,1,1,1,A,A,85
20230104000340,M0003,92,99,84,87,1,1,1,1,B,A,89
20230104000924,L0002,98,92,86,80,1,1,1,1,A,A,90
20230104000344,M0003,82,84,88,97,1,1,1,1,A,A,85
20230104001136,H0001,93,78,86,92,1,1,1,1,A,A,95
20230104000928,L0002,79,73,86,91,1,1,1,1,A,B,96
20230104000348,M0003,85,96,82,100,1,1,1,1,B,A,92
20230104000932,L0002,80,72,87,87,1,1,1,1,A,A,84
20230104000352,M0003,86,80,99,86,1,1,1,1,B,A,84
20230104001140,H0001,93,99,88,95,1,1,1,1,A,A,85
20230104000936,L0002,78,77,86,97,1,1,1,1,A,A,80
20230104000356,M0003,96,79,97,87,1,1,1,1,A,A,89
20230104001144,H0001,90,91,100,90,1,1,1,1,B,A,83
20230104000940,L0002,87,93,83,94,1,1,1,1,A,A,99
20230104001148,H0001,93,77,90,84,1,1,1,1,A,A,97
20230104000400,M0003,84,85,91,80,1,1,1,1,A,B,97
20230104001152,H0001,91,87,83,85,1,1,1,1,A,A,100
20230104000944,L0002,85,97,94,91,1,1,1,1,A,A,93
20230104001156,H0001,97,96,79,87,1,1,1,1,B,A,95
20230104000948,L0002,82,86,77,85,1,1,1,1,A,A,90
20230104000404,M0003,86,72,80,79,1,1,1,1,A,B,84
20230104001200,H0001,91,70,95,80,1,1,1,1,A,A,94
20230104000952,L0002,77,84,97,94,1,1,1,1,A,B,99
20230104000408,M0003,75,92,84,87,1,1,1,1,B,B,82
20230104000956,L0002,98,72,86,99,1,1,1,1,A,A,98
20230104001204,H0001,75,93,88,81,1,1,1,1,A,A,85
20230104000412,M0003,92,95,85,74,1,1,1,1,A,A,84
20230104000416,M0003,84,72,95,94,1,1,1,1,A,A,91
20230104001208,H0001,96,75,95,94,1,1,1,1,A,A,83
20230104001000,L0002,87,98,83,89,1,1,1,1,A,A,87
20230104000420,M0003,95,81,81,75,1,1,1,1,B,B,89
20230104001212,H0001,73,91,89,98,1,1,1,1,B,A,88
20230104001004,L0002,99,74,96,82,1,1,1,1,A,A,82
20230104001216,H0001,95,96,100,86,1,1,1,1,A,A,95
20230104000424,M0003,74,81,88,77,1,1,1,1,A,A,99
20230104001220,H0001,81,79,79,100,1,1,1,1,B,A,85
20230104001008,L0002,75,97,86,71,1,1,1,1,A,A,88
20230104001224,H0001,93,83,86,71,1,1,1,1,B,B,91
20230104000428,M0003,88,82,99,70,1,1,1,1,A,A,96
20230104001012,L0002,98,86,97,97,1,1,1,1,B,A,57
20230104001228,H0001,92,98,75,84,1,1,1,1,A,B,92
20230104000432,M0003,81,83,80,88,1,1,1,1,A,A,86
20230104001232,H0001,91,99,79,80,1,1,1,1,B,B,82
20230104000436,M0003,82,78,91,86,1,1,1,1,A,A,81
20230104001016,L0002,90,85,88,92,1,1,1,1,B,A,82
20230104001236,H0001,73,86,95,93,1,1,1,1,A,A,94
20230104000440,M0003,95,83,99,79,1,1,1,1,B,A,67
20230104001020,L0002,79,92,84,88,1,1,1,1,B,B,91
20230104001240,H0001,91,94,84,78,1,1,1,1,B,A,99
20230104000444,M0003,75,96,87,83,1,1,1,1,A,A,89
20230104001024,L0002,97,94,84,88,1,1,1,1,B,A,92
20230104000448,M0003,96,74,97,95,1,1,1,1,A,B,84
20230104001244,H0001,99,87,91,95,1,1,1,1,A,A,95
20230104000452,M0003,80,96,70,93,1,1,1,1,A,B,88
20230104001028,L0002,82,83,89,71,1,1,1,1,A,A,99
20230104001248,H0001,72,84,87,95,1,1,1,1,A,A,93
20230104000456,M0003,97,80,94,75,1,1,1,1,A,A,95
20230104001252,H0001,92,93,94,84,1,1,1,1,A,A,100
