SmartCar Status Information,CarNum,TireFL,TireFR,TireBL,TireBR,LightFL,LightFR,LightBL,LightBR,EngineInfo,BreakInfo,BatteryInfo
20230201000252,Z0001,79,95,86,79,1,1,1,1,A,B,95
20230201000112,J0002,75,88,98,95,1,1,1,1,A,B,85
20230201000256,Z0001,77,73,97,70,1,1,1,1,B,B,87
20230201000116,J0002,99,99,74,72,1,1,1,1,A,B,88
20230201000300,Z0001,80,90,79,85,1,1,1,1,A,A,88
20230201000120,J0002,73,100,88,100,1,1,1,1,A,A,96
20230201000304,Z0001,70,100,87,80,1,1,1,1,A,A,82
20230201000124,J0002,97,78,83,88,1,1,1,1,A,A,92
20230201000308,Z0001,90,91,77,94,1,1,1,1,A,B,84
20230201000128,J0002,82,100,78,97,1,1,1,1,A,A,77
20230201000312,Z0001,89,81,87,94,1,1,1,1,A,A,81
20230201000132,J0002,96,84,80,81,1,1,1,1,B,A,91
20230201000316,Z0001,94,85,98,75,1,1,1,1,A,B,95
20230201000136,J0002,76,76,76,82,1,1,1,1,A,A,91
20230201000320,Z0001,89,74,100,79,1,1,1,1,B,A,86
20230201000140,J0002,89,99,71,91,1,1,1,1,B,B,99
20230201000324,Z0001,95,75,89,83,1,1,1,1,A,A,92
20230201000144,J0002,85,95,85,76,1,1,1,1,A,A,88
20230201000328,Z0001,82,94,80,84,1,1,1,1,A,A,91
20230201000148,J0002,77,98,85,70,1,1,1,1,B,A,80
20230201000332,Z0001,97,98,85,96,1,1,1,1,A,A,100
20230201000336,Z0001,71,97,70,79,1,1,1,1,B,A,95
20230201000152,J0002,86,90,88,95,1,1,1,1,B,A,81
20230201000340,Z0001,94,91,90,95,1,1,1,1,A,A,95
20230201000156,J0002,81,92,94,80,1,1,1,1,A,A,85
20230201000344,Z0001,83,95,88,83,1,1,1,1,A,A,88
20230201000200,J0002,94,71,77,77,1,1,1,1,A,A,95
20230201000348,Z0001,78,95,73,75,1,1,1,1,B,B,86
20230201000204,J0002,93,83,91,72,1,1,1,1,A,A,78
20230201000352,Z0001,75,86,85,96,1,1,1,1,A,A,97
20230201000208,J0002,87,91,93,91,1,1,1,1,A,A,82
20230201000356,Z0001,94,83,95,72,1,1,1,1,A,B,83
20230201000212,J0002,91,79,94,70,1,1,1,1,A,A,96
20230201000400,Z0001,89,100,96,86,1,1,1,1,A,A,72
20230201000216,J0002,89,72,100,85,1,1,1,1,B,B,87
20230201000404,Z0001,79,78,95,84,1,1,1,1,A,A,82
20230201000220,J0002,74,85,76,97,1,1,1,1,B,A,94
20230201000408,Z0001,90,89,98,91,1,1,1,1,A,A,91
20230201000224,J0002,91,83,74,71,1,1,1,1,A,A,93
20230201000412,Z0001,80,73,86,95,1,1,1,1,A,B,86
20230201000228,J0002,95,91,93,86,1,1,1,1,A,A,94
20230201000416,Z0001,88,98,87,96,1,1,1,1,A,A,58
20230201000232,J0002,82,89,85,74,1,1,1,1,A,A,86
20230201000420,Z0001,89,100,81,79,1,1,1,1,A,B,98
20230201000236,J0002,94,81,81,85,1,1,1,1,A,A,81
20230201000424,Z0001,95,81,74,74,1,1,1,1,A,A,98
20230201000240,J0002,83,100,100,83,1,1,1,1,A,A,89
20230201000428,Z0001,72,76,97,85,1,1,1,1,A,A,96
20230201000244,J0002,73,79,100,99,1,1,1,1,A,A,76
20230201000432,Z0001,80,94,88,90,1,1,1,1,A,A,86
20230201000248,J0002,79,84,77,99,1,1,1,1,B,A,100
20230201000436,Z0001,80,76,93,77,1,1,1,1,A,A,60
20230201000252,J0002,97,72,92,88,1,1,1,1,B,A,87
20230201000440,Z0001,92,90,99,98,1,1,1,1,A,A,91
20230201000256,J0002,98,90,100,87,1,1,1,1,A,A,87
20230201000444,Z0001,84,89,95,72,1,1,1,1,A,A,89
20230201000300,J0002,73,86,73,91,1,1,1,1,A,A,85
20230201000448,Z0001,73,83,82,96,1,1,1,1,A,A,83
20230201000304,J0002,85,100,83,85,1,1,1,1,A,B,100
20230201000452,Z0001,100,85,85,77,1,1,1,1,A,A,83
20230201000308,J0002,72,82,81,96,1,1,1,1,A,A,90
20230201000456,Z0001,85,82,97,74,1,1,1,1,A,A,85
20230201000312,J0002,70,84,93,76,1,1,1,1,B,A,88
20230201000500,Z0001,73,90,95,99,1,1,1,1,A,A,80
20230201000504,Z0001,87,80,98,81,1,1,1,1,A,A,59
20230201000316,J0002,95,82,81,72,1,1,1,1,A,A,91
20230201000508,Z0001,100,93,73,94,1,1,1,1,A,A,94
20230201000512,Z0001,90,78,81,93,1,1,1,1,B,A,97
20230201000516,Z0001,77,92,98,70,1,1,1,1,A,B,86
20230201000520,Z0001,92,94,89,89,1,1,1,1,A,A,96
20230201000524,Z0001,80,99,80,92,1,1,1,1,A,A,82
20230201000320,J0002,88,98,88,83,1,1,1,1,A,A,69
20230201000528,Z0001,87,86,89,77,1,1,1,1,A,B,88
20230201000324,J0002,98,75,89,96,1,1,1,1,A,A,96
20230201000532,Z0001,89,85,70,79,1,1,1,1,A,B,90
20230201000328,J0002,80,98,87,97,1,1,1,1,A,A,90
20230201000536,Z0001,97,89,95,81,1,1,1,1,A,A,95
20230201000332,J0002,100,89,100,84,1,1,1,1,A,A,81
20230201000540,Z0001,81,100,77,91,1,1,1,1,A,A,82
20230201000336,J0002,88,90,86,100,1,1,1,1,A,A,87
20230201000544,Z0001,84,100,95,90,1,1,1,1,A,A,90
20230201000340,J0002,85,99,73,81,1,1,1,1,A,A,97
20230201000548,Z0001,99,75,98,83,1,1,1,1,B,B,84
20230201000344,J0002,88,90,95,87,1,1,1,1,A,A,91
20230201000552,Z0001,84,87,98,87,1,1,1,1,A,A,97
20230201000348,J0002,77,89,81,74,1,1,1,1,A,A,85
20230201000352,J0002,99,98,80,76,1,1,1,1,B,A,98
20230201000356,J0002,87,98,93,73,1,1,1,1,A,B,90
20230201000556,Z0001,92,91,90,96,1,1,1,1,A,A,81
20230201000400,J0002,77,74,91,97,1,1,1,1,A,B,86
20230201000600,Z0001,83,94,85,95,1,1,1,1,A,A,86
20230201000404,J0002,77,90,85,79,1,1,1,1,A,A,85
20230201000604,Z0001,81,90,97,95,1,1,1,1,A,A,97
20230201000408,J0002,97,88,89,79,1,1,1,1,A,A,82
20230201000608,Z0001,81,81,81,80,1,1,1,1,A,A,95
20230201000412,J0002,96,93,88,85,1,1,1,1,A,A,90
20230201000612,Z0001,76,80,96,99,1,1,1,1,B,A,96
20230201000416,J0002,83,71,91,97,1,1,1,1,B,A,93
20230201000616,Z0001,100,92,91,85,1,1,1,1,B,A,81
20230201000420,J0002,79,80,77,90,1,1,1,1,A,A,97
20230201000620,Z0001,91,82,96,78,1,1,1,1,A,A,90
20230201000424,J0002,95,100,94,92,1,1,1,1,B,B,90
20230201000624,Z0001,84,74,71,84,1,1,1,1,B,A,55
20230201000428,J0002,99,88,87,81,1,1,1,1,A,B,82
20230201000628,Z0001,83,90,86,99,1,1,1,1,B,B,99
20230201000432,J0002,93,78,82,93,1,1,1,1,B,A,95
20230201000632,Z0001,83,99,93,84,1,1,1,1,A,A,94
20230201000436,J0002,87,89,98,76,1,1,1,1,B,A,100
20230201000636,Z0001,92,84,85,95,1,1,1,1,A,A,100
20230201000440,J0002,82,95,70,85,1,1,1,1,B,A,90
20230201000640,Z0001,95,91,96,81,1,1,1,1,A,A,50
20230201000444,J0002,83,98,86,85,1,1,1,1,A,A,81
20230201000644,Z0001,79,77,88,79,1,1,1,1,B,A,80
20230201000448,J0002,81,81,76,100,1,1,1,1,A,A,85
20230201000648,Z0001,78,94,86,96,1,1,1,1,A,B,63
20230201000452,J0002,84,92,99,72,1,1,1,1,A,B,98
20230201000652,Z0001,71,83,83,92,1,1,1,1,B,A,89
20230201000456,J0002,70,86,86,92,1,1,1,1,A,A,83
20230201000500,J0002,82,74,100,93,1,1,1,1,A,A,98
20230201000656,Z0001,98,96,73,88,1,1,1,1,A,B,86
SmartCar Status Information,CarNum,TireFL,TireFR,TireBL,TireBR,LightFL,LightFR,LightBL,LightBR,EngineInfo,BreakInfo,BatteryInfo
20230201000700,Z0001,92,89,90,97,1,1,1,1,A,A,94
20230201000000,P0003,84,92,93,86,1,1,1,1,B,A,96
20230201000504,J0002,75,75,100,87,1,1,1,1,A,B,86
20230201000704,Z0001,93,97,76,91,1,1,1,1,A,A,85
20230201000508,J0002,88,71,82,94,1,1,1,1,A,A,91
20230201000004,P0003,100,90,71,97,1,1,1,1,A,A,85
20230201000512,J0002,92,93,90,91,1,1,1,1,B,A,87
20230201000008,P0003,95,96,98,91,1,1,1,1,A,A,90
20230201000708,Z0001,90,83,91,87,1,1,1,1,B,A,82
20230201000516,J0002,94,76,90,87,1,1,1,1,A,A,81
20230201000012,P0003,84,94,84,71,1,1,1,1,A,A,81
20230201000712,Z0001,77,79,95,100,1,1,1,1,A,A,76
20230201000520,J0002,96,87,79,98,1,1,1,1,A,A,97
20230201000716,Z0001,85,72,82,92,1,1,1,1,A,A,85
20230201000016,P0003,73,100,90,83,1,1,1,1,A,B,80
20230201000524,J0002,81,86,79,96,1,1,1,1,A,B,90
20230201000720,Z0001,96,83,80,83,1,1,1,1,A,A,55
20230201000020,P0003,100,93,94,90,1,1,1,1,A,A,90
20230201000528,J0002,83,79,82,99,1,1,1,1,A,A,86
20230201000724,Z0001,97,73,95,83,1,1,1,1,A,A,93
20230201000024,P0003,86,71,94,73,1,1,1,1,B,A,98
20230201000532,J0002,90,84,87,78,1,1,1,1,A,A,92
20230201000028,P0003,98,98,72,80,1,1,1,1,A,A,64
20230201000728,Z0001,95,92,83,94,1,1,1,1,A,A,88
20230201000732,Z0001,91,91,92,92,1,1,1,1,A,B,90
20230201000536,J0002,89,98,83,95,1,1,1,1,A,A,94
20230201000032,P0003,72,95,80,84,1,1,1,1,A,B,91
20230201000736,Z0001,93,81,85,81,1,1,1,1,A,A,54
20230201000036,P0003,76,95,81,95,1,1,1,1,A,B,80
20230201000540,J0002,86,82,98,70,1,1,1,1,A,A,87
20230201000740,Z0001,92,77,99,81,1,1,1,1,A,A,89
20230201000040,P0003,84,78,93,75,1,1,1,1,B,A,90
20230201000544,J0002,88,72,91,100,1,1,1,1,A,A,88
20230201000744,Z0001,83,100,71,97,1,1,1,1,A,B,94
20230201000548,J0002,96,70,83,75,1,1,1,1,A,A,89
20230201000748,Z0001,97,82,96,86,1,1,1,1,A,A,89
20230201000044,P0003,82,83,99,71,1,1,1,1,B,A,99
20230201000552,J0002,71,80,95,80,1,1,1,1,A,A,73
20230201000048,P0003,84,80,90,87,1,1,1,1,A,A,90
20230201000752,Z0001,87,100,94,82,1,1,1,1,A,A,99
20230201000556,J0002,96,95,96,81,1,1,1,1,A,A,96
20230201000052,P0003,88,90,95,77,1,1,1,1,A,B,90
20230201000756,Z0001,84,96,81,85,1,1,1,1,A,A,83
20230201000600,J0002,88,92,100,91,1,1,1,1,A,B,100
20230201000800,Z0001,81,99,81,95,1,1,1,1,A,A,93
20230201000604,J0002,91,88,90,94,1,1,1,1,A,A,81
20230201000056,P0003,73,90,88,83,1,1,1,1,A,A,80
20230201000804,Z0001,93,97,90,73,1,1,1,1,A,A,90
20230201000608,J0002,71,84,89,80,1,1,1,1,B,A,95
20230201000100,P0003,84,92,90,90,1,1,1,1,A,B,88
20230201000808,Z0001,86,100,95,97,1,1,1,1,B,A,97
20230201000612,J0002,81,84,99,77,1,1,1,1,B,A,52
20230201000104,P0003,95,93,94,90,1,1,1,1,A,A,98
20230201000812,Z0001,86,78,84,94,1,1,1,1,B,A,86
20230201000616,J0002,91,98,99,84,1,1,1,1,A,A,79
20230201000108,P0003,91,84,81,92,1,1,1,1,A,B,82
20230201000816,Z0001,80,78,84,99,1,1,1,1,A,A,94
20230201000620,J0002,97,86,90,97,1,1,1,1,A,A,65
20230201000112,P0003,92,84,89,82,1,1,1,1,B,A,94
20230201000820,Z0001,92,76,71,97,1,1,1,1,A,A,98
20230201000116,P0003,84,81,90,99,1,1,1,1,A,A,85
20230201000824,Z0001,92,80,88,91,1,1,1,1,B,A,87
20230201000828,Z0001,99,87,80,72,1,1,1,1,A,A,82
20230201000624,J0002,96,97,99,91,1,1,1,1,A,A,73
20230201000120,P0003,83,90,87,88,1,1,1,1,A,A,82
20230201000832,Z0001,98,84,85,90,1,1,1,1,B,A,82
20230201000124,P0003,97,77,86,99,1,1,1,1,B,A,93
20230201000836,Z0001,73,71,91,94,1,1,1,1,A,B,52
20230201000628,J0002,96,82,85,81,1,1,1,1,B,A,98
20230201000840,Z0001,81,77,89,86,1,1,1,1,A,A,92
20230201000128,P0003,84,80,100,86,1,1,1,1,A,A,96
20230201000844,Z0001,75,94,83,97,1,1,1,1,A,A,91
20230201000132,P0003,93,87,81,97,1,1,1,1,A,A,87
20230201000632,J0002,84,92,97,88,1,1,1,1,A,A,69
20230201000136,P0003,74,76,75,95,1,1,1,1,A,A,84
20230201000848,Z0001,96,92,91,70,1,1,1,1,A,B,92
20230201000636,J0002,85,81,80,92,1,1,1,1,A,A,98
20230201000140,P0003,80,96,91,91,1,1,1,1,A,A,72
20230201000852,Z0001,90,90,73,79,1,1,1,1,A,A,93
20230201000144,P0003,73,88,92,86,1,1,1,1,A,A,83
20230201000640,J0002,87,86,88,82,1,1,1,1,A,B,90
20230201000856,Z0001,95,82,86,71,1,1,1,1,A,A,86
20230201000644,J0002,93,74,100,100,1,1,1,1,A,A,84
20230201000148,P0003,80,95,87,91,1,1,1,1,A,A,89
20230201000900,Z0001,93,94,100,91,1,1,1,1,B,A,95
20230201000648,J0002,99,75,87,80,1,1,1,1,A,A,81
20230201000904,Z0001,93,75,82,92,1,1,1,1,A,A,90
20230201000152,P0003,85,96,71,71,1,1,1,1,A,A,82
20230201000908,Z0001,94,94,100,98,1,1,1,1,A,A,100
20230201000652,J0002,88,93,96,93,1,1,1,1,B,B,74
20230201000156,P0003,97,99,85,92,1,1,1,1,A,A,94
20230201000912,Z0001,97,76,90,87,1,1,1,1,B,A,90
20230201000200,P0003,82,84,88,92,1,1,1,1,A,B,96
20230201000656,J0002,82,100,81,99,1,1,1,1,A,A,50
20230201000204,P0003,76,93,95,88,1,1,1,1,B,B,97
20230201000916,Z0001,85,81,88,95,1,1,1,1,A,A,93
20230201000208,P0003,82,99,93,80,1,1,1,1,A,A,95
20230201000700,J0002,98,92,82,92,1,1,1,1,A,A,92
20230201000920,Z0001,92,98,90,94,1,1,1,1,A,A,84
20230201000212,P0003,99,87,83,81,1,1,1,1,A,A,92
20230201000704,J0002,72,73,86,71,1,1,1,1,B,A,81
20230201000924,Z0001,86,81,96,73,1,1,1,1,A,A,98
20230201000216,P0003,92,96,80,98,1,1,1,1,A,A,99
20230201000708,J0002,89,98,93,74,1,1,1,1,A,A,87
20230201000928,Z0001,93,73,100,99,1,1,1,1,A,A,81
20230201000220,P0003,93,84,82,70,1,1,1,1,A,A,89
20230201000712,J0002,83,100,90,88,1,1,1,1,A,A,96
20230201000932,Z0001,74,85,71,71,1,1,1,1,A,B,92
20230201000224,P0003,95,77,97,91,1,1,1,1,A,B,89
20230201000716,J0002,78,81,70,74,1,1,1,1,A,A,98
20230201000936,Z0001,99,86,71,100,1,1,1,1,A,A,86
20230201000228,P0003,84,81,78,89,1,1,1,1,A,A,91
20230201000720,J0002,82,92,72,98,1,1,1,1,A,A,91
20230201000940,Z0001,74,85,96,80,1,1,1,1,B,B,89
20230201000232,P0003,95,99,74,80,1,1,1,1,B,A,93
20230201000724,J0002,92,88,73,84,1,1,1,1,A,A,99
20230201000236,P0003,83,87,96,98,1,1,1,1,A,A,93
20230201000728,J0002,100,96,75,90,1,1,1,1,A,A,84
20230201000944,Z0001,99,86,97,96,1,1,1,1,B,A,86
20230201000240,P0003,92,90,75,90,1,1,1,1,A,A,97
20230201000732,J0002,70,81,92,72,1,1,1,1,A,A,80
20230201000948,Z0001,90,70,95,94,1,1,1,1,A,A,80
20230201000736,J0002,95,74,82,95,1,1,1,1,A,A,87
20230201000244,P0003,82,94,91,95,1,1,1,1,A,B,98
20230201000952,Z0001,76,97,97,97,1,1,1,1,B,A,99
20230201000740,J0002,86,88,76,78,1,1,1,1,A,A,90
20230201000248,P0003,74,71,87,92,1,1,1,1,A,A,87
20230201000956,Z0001,80,95,100,98,1,1,1,1,A,A,84
20230201000744,J0002,83,92,80,94,1,1,1,1,A,A,87
20230201000252,P0003,85,97,92,90,1,1,1,1,B,B,96
20230201001000,Z0001,94,94,85,92,1,1,1,1,A,A,88
20230201000748,J0002,73,74,91,78,1,1,1,1,B,B,59
20230201000256,P0003,95,81,86,76,1,1,1,1,A,B,82
20230201001004,Z0001,89,95,95,94,1,1,1,1,A,A,85
20230201000752,J0002,94,83,87,92,1,1,1,1,A,A,94
20230201000300,P0003,81,91,90,70,1,1,1,1,A,A,80
20230201001008,Z0001,100,96,92,85,1,1,1,1,B,B,89
20230201000304,P0003,94,84,84,98,1,1,1,1,A,A,80
20230201000756,J0002,96,73,79,97,1,1,1,1,A,B,88
20230201001012,Z0001,82,87,83,98,1,1,1,1,A,B,88
20230201000308,P0003,76,84,86,87,1,1,1,1,A,A,83
20230201000800,J0002,88,81,85,74,1,1,1,1,B,A,91
20230201001016,Z0001,86,77,100,84,1,1,1,1,A,B,80
20230201000312,P0003,99,100,73,94,1,1,1,1,A,A,97
20230201000804,J0002,95,89,85,93,1,1,1,1,A,A,54
20230201001020,Z0001,99,71,93,91,1,1,1,1,A,A,98
20230201000316,P0003,77,91,99,88,1,1,1,1,A,A,96
20230201000808,J0002,79,73,75,79,1,1,1,1,A,A,92
20230201001024,Z0001,84,80,71,98,1,1,1,1,A,A,93
20230201000320,P0003,92,83,98,72,1,1,1,1,A,A,91
20230201001028,Z0001,87,100,72,85,1,1,1,1,B,A,90
20230201000324,P0003,99,86,74,91,1,1,1,1,A,A,77
20230201000328,P0003,88,96,97,76,1,1,1,1,B,A,81
20230201001032,Z0001,95,88,80,74,1,1,1,1,A,A,98
20230201000812,J0002,74,82,86,78,1,1,1,1,B,A,92
20230201000332,P0003,95,93,100,95,1,1,1,1,A,A,52
20230201001036,Z0001,84,99,97,82,1,1,1,1,A,A,87
20230201000336,P0003,97,88,76,83,1,1,1,1,A,A,85
20230201000816,J0002,70,71,80,98,1,1,1,1,A,A,83
20230201001040,Z0001,83,80,98,82,1,1,1,1,A,A,100
20230201000340,P0003,97,90,86,81,1,1,1,1,A,A,53
20230201000820,J0002,88,75,74,99,1,1,1,1,A,A,89
20230201001044,Z0001,84,82,80,95,1,1,1,1,B,A,94
20230201000344,P0003,84,75,98,75,1,1,1,1,A,A,86
20230201000824,J0002,79,88,99,99,1,1,1,1,B,A,86
20230201001048,Z0001,87,82,97,84,1,1,1,1,A,A,88
20230201000348,P0003,86,98,87,100,1,1,1,1,A,B,96
20230201000828,J0002,98,72,88,84,1,1,1,1,B,A,88
20230201000352,P0003,79,76,95,99,1,1,1,1,A,A,86
20230201001052,Z0001,100,99,91,91,1,1,1,1,A,A,100
20230201000832,J0002,97,92,83,83,1,1,1,1,A,A,93
20230201000356,P0003,85,97,96,82,1,1,1,1,A,A,100
20230201000836,J0002,79,90,95,88,1,1,1,1,A,B,88
20230201001056,Z0001,80,82,96,81,1,1,1,1,A,B,94
20230201000840,J0002,94,87,73,88,1,1,1,1,B,A,84
20230201001100,Z0001,84,80,81,97,1,1,1,1,A,A,81
20230201000400,P0003,85,98,90,77,1,1,1,1,A,A,72
20230201000844,J0002,87,70,93,87,1,1,1,1,B,A,91
20230201001104,Z0001,81,81,81,90,1,1,1,1,B,B,96
20230201000404,P0003,78,84,94,94,1,1,1,1,A,A,86
20230201000848,J0002,89,72,87,77,1,1,1,1,A,A,93
20230201001108,Z0001,87,86,71,83,1,1,1,1,A,A,84
20230201000408,P0003,81,83,83,90,1,1,1,1,A,A,84
20230201001112,Z0001,94,96,86,96,1,1,1,1,A,A,70
20230201000412,P0003,89,100,99,91,1,1,1,1,A,A,92
20230201001116,Z0001,85,89,90,71,1,1,1,1,A,A,81
20230201000852,J0002,98,83,71,81,1,1,1,1,A,A,86
20230201000416,P0003,95,83,93,79,1,1,1,1,A,A,81
20230201001120,Z0001,88,96,97,83,1,1,1,1,B,A,92
20230201001124,Z0001,74,74,83,80,1,1,1,1,B,B,93
20230201001128,Z0001,71,94,70,90,1,1,1,1,A,A,98
20230201000856,J0002,87,80,91,94,1,1,1,1,B,A,91
20230201000420,P0003,82,74,92,81,1,1,1,1,A,A,99
20230201000900,J0002,99,82,84,91,1,1,1,1,A,A,76
20230201001132,Z0001,72,90,86,85,1,1,1,1,A,A,94
20230201000904,J0002,89,84,80,91,1,1,1,1,A,A,87
20230201000424,P0003,98,77,98,90,1,1,1,1,B,A,95
20230201001136,Z0001,72,96,100,73,1,1,1,1,B,A,89
20230201000908,J0002,98,88,97,80,1,1,1,1,A,A,84
20230201000428,P0003,90,95,86,78,1,1,1,1,B,A,100
20230201001140,Z0001,85,85,93,81,1,1,1,1,B,A,96
20230201000912,J0002,93,88,75,99,1,1,1,1,A,A,95
20230201001144,Z0001,80,99,72,85,1,1,1,1,A,A,90
20230201000432,P0003,99,93,93,100,1,1,1,1,B,B,96
20230201000916,J0002,87,100,87,82,1,1,1,1,A,B,84
20230201001148,Z0001,72,79,89,85,1,1,1,1,A,A,91
20230201000436,P0003,88,71,88,94,1,1,1,1,B,A,74
20230201000440,P0003,97,99,87,99,1,1,1,1,A,A,94
20230201000920,J0002,95,95,90,82,1,1,1,1,B,A,96
20230201001152,Z0001,75,94,93,92,1,1,1,1,A,A,86
20230201000924,J0002,76,91,99,87,1,1,1,1,A,A,85
20230201000444,P0003,93,98,90,80,1,1,1,1,A,A,90
20230201000928,J0002,81,91,87,94,1,1,1,1,A,A,93
20230201001156,Z0001,91,100,83,93,1,1,1,1,A,A,91
20230201000448,P0003,80,93,98,85,1,1,1,1,B,A,94
20230201000932,J0002,98,91,86,86,1,1,1,1,A,A,80
20230201001200,Z0001,98,81,71,85,1,1,1,1,A,A,80
20230201000452,P0003,86,75,92,84,1,1,1,1,A,A,89
20230201000936,J0002,97,100,79,85,1,1,1,1,A,A,83
20230201001204,Z0001,96,94,99,84,1,1,1,1,A,A,99
20230201000456,P0003,90,82,85,89,1,1,1,1,A,A,92
20230201000940,J0002,94,80,90,90,1,1,1,1,A,A,96
20230201000500,P0003,93,98,76,71,1,1,1,1,A,B,65
20230201001208,Z0001,84,72,99,76,1,1,1,1,A,A,98
20230201000944,J0002,99,83,85,98,1,1,1,1,A,A,89
20230201000504,P0003,70,93,92,82,1,1,1,1,B,A,92
20230201000508,P0003,100,76,95,86,1,1,1,1,B,A,80
20230201001212,Z0001,71,95,95,79,1,1,1,1,B,B,88
20230201000948,J0002,99,93,86,82,1,1,1,1,A,A,89
20230201001216,Z0001,78,100,89,81,1,1,1,1,A,A,88
20230201000512,P0003,72,83,97,83,1,1,1,1,A,A,80
20230201000952,J0002,81,87,97,93,1,1,1,1,A,A,87
20230201001220,Z0001,73,82,85,92,1,1,1,1,A,A,88
20230201000516,P0003,82,72,81,86,1,1,1,1,A,A,88
20230201000956,J0002,82,74,80,92,1,1,1,1,A,B,92
20230201001224,Z0001,90,83,90,97,1,1,1,1,A,A,97
20230201001000,J0002,91,74,71,96,1,1,1,1,A,A,96
20230201001228,Z0001,99,100,75,97,1,1,1,1,A,A,98
20230201000520,P0003,77,86,90,82,1,1,1,1,A,A,81
20230201001004,J0002,88,98,86,100,1,1,1,1,A,B,82
